Address,Price,Sold_Year
SANCTUARY LAKES VIC 3030,"$1,535,000 ",Sold by private treaty 22 Nov 2022
SEAFORD VIC 3198,"$880,000 ",Sold prior to auction 22 Nov 2022
SEAFORD VIC 3198,"$520,000 ",Sold by private treaty 22 Nov 2022
SEBASTOPOL VIC 3356,"$470,000 ",Sold by private treaty 22 Nov 2022
SHEPPARTON VIC 3630,"$346,000 ",Sold by private treaty 22 Nov 2022
SHEPPARTON VIC 3630,"$420,000 ",Sold by private treaty 22 Nov 2022
SILVERLEAVES VIC 3922,"$1,100,250 ",Sold by private treaty 22 Nov 2022
SNAKE VALLEY VIC 3351,"$290,000 ",Sold by private treaty 22 Nov 2022
SOUTH MELBOURNE VIC 3205,"$350,000 ",Sold by private treaty 22 Nov 2022
SOUTHBANK VIC 3006,"$420,000 ",Sold by private treaty 22 Nov 2022
ST ALBANS PARK VIC 3219,"$660,000 ",Sold by private treaty 22 Nov 2022
ST LEONARDS VIC 3223,"$750,000 ",Sold by private treaty 22 Nov 2022
STAWELL VIC 3380,"$322,000 ",Sold by private treaty 22 Nov 2022
SUNBURY VIC 3429,"$1,020,000 ",Sold by private treaty 22 Nov 2022
SUNBURY VIC 3429,"$950,000 ",Sold by private treaty 22 Nov 2022
SUNBURY VIC 3429,"$730,000 ",Sold by private treaty 22 Nov 2022
SUNBURY VIC 3429,"$475,000 ",Sold by private treaty 22 Nov 2022
SUNBURY VIC 3429,"$692,000 ",Sold by private treaty 22 Nov 2022
TARNEIT VIC 3029,"$675,000 ",Sold by private treaty 22 Nov 2022
TARNEIT VIC 3029,"$680,000 ",Sold by private treaty 22 Nov 2022
TARNEIT VIC 3029,"$580,000 ",Sold by private treaty 22 Nov 2022
TAYLORS LAKES VIC 3038,"$890,000 ",Sold by private treaty 22 Nov 2022
THOMASTOWN VIC 3074,"$575,000 ",Sold prior to auction 22 Nov 2022
THOMASTOWN VIC 3074,"$577,000 ",Sold by private treaty 22 Nov 2022
THOMASTOWN VIC 3074,"$630,000 ",Sold by private treaty 22 Nov 2022
TOOTGAROOK VIC 3941,"$1,150,000 ",Sold by private treaty 22 Nov 2022
TRAFALGAR SOUTH VIC 3824,"$1,200,000 ",Sold by private treaty 22 Nov 2022
TRARALGON VIC 3844,"$345,000 ",Sold by private treaty 22 Nov 2022
TRARALGON VIC 3844,"$375,000 ",Sold by private treaty 22 Nov 2022
TRUGANINA VIC 3029,"$635,000 ",Sold by private treaty 22 Nov 2022
WARRNAMBOOL VIC 3280,"$435,000 ",Sold by private treaty 22 Nov 2022
WERRIBEE VIC 3030,"$480,000 ",Sold at auction 22 Nov 2022
WERRIBEE VIC 3030,"$625,000 ",Sold by private treaty 22 Nov 2022
WILLIAMSTOWN VIC 3016,"$1,450,000 ",Sold at auction 22 Nov 2022
WODONGA VIC 3690,"$460,000 ",Sold by private treaty 22 Nov 2022
WONTHAGGI VIC 3995,"$440,000 ",Sold by private treaty 22 Nov 2022
WYNDHAM VALE VIC 3024,"$685,000 ",Sold by private treaty 22 Nov 2022
ARARAT VIC 3377,"$177,000 ",Sold by private treaty 21 Nov 2022
ARARAT VIC 3377,"$370,000 ",Sold by private treaty 21 Nov 2022
BANNOCKBURN VIC 3331,"$540,000 ",Sold by private treaty 21 Nov 2022
BENDIGO VIC 3550,"$556,000 ",Sold by private treaty 21 Nov 2022
BERWICK VIC 3806,"$800,000 ",Sold by private treaty 21 Nov 2022
BEVERIDGE VIC 3753,"$420,000 ",Sold by private treaty 21 Nov 2022
BRUNSWICK WEST VIC 3055,"$675,000 ",Sold by private treaty 21 Nov 2022
BUNDOORA VIC 3083,"$730,000 ",Sold by private treaty 21 Nov 2022
CAIRNLEA VIC 3023,"$1,040,000 ",Sold at auction 21 Nov 2022
CANADIAN VIC 3350,"$388,000 ",Sold by private treaty 21 Nov 2022
CARDIGAN VIC 3352,"$600,000 ",Sold by private treaty 21 Nov 2022
CARLTON VIC 3053,"$850,000 ",Sold by private treaty 21 Nov 2022
CAROLINE SPRINGS VIC 3023,"$545,000 ",Sold by private treaty 21 Nov 2022
CHADSTONE VIC 3148,"$1,650,000 ",Sold at auction 21 Nov 2022
CLAYTON VIC 3168,"$1,220,000 ",Sold prior to auction 21 Nov 2022
CLYDE NORTH VIC 3978,"$838,500 ",Sold by private treaty 21 Nov 2022
COBRAM VIC 3644,"$430,000 ",Sold by private treaty 21 Nov 2022
COLLINGWOOD VIC 3066,"$603,000 ",Sold by private treaty 21 Nov 2022
CORIO VIC 3214,"$505,000 ",Sold at auction 21 Nov 2022
COWES VIC 3922,"$725,000 ",Sold by private treaty 21 Nov 2022
CRAIGIEBURN VIC 3064,"$748,000 ",Sold by private treaty 21 Nov 2022
CRAIGIEBURN VIC 3064,"$417,500 ",Sold by private treaty 21 Nov 2022
CRAIGIEBURN VIC 3064,"$500,000 ",Sold at auction 21 Nov 2022
CRANBOURNE VIC 3977,"$595,000 ",Sold by private treaty 21 Nov 2022
CRANBOURNE NORTH VIC 3977,"$627,500 ",Sold by private treaty 21 Nov 2022
DANDENONG NORTH VIC 3175,"$895,000 ",Sold by private treaty 21 Nov 2022
DARLEY VIC 3340,"$366,250 ",Sold by private treaty 21 Nov 2022
DEER PARK VIC 3023,"$660,000 ",Sold at auction 21 Nov 2022
DELAHEY VIC 3037,"$787,000 ",Sold prior to auction 21 Nov 2022
DERRIMUT VIC 3026,"$874,000 ",Sold by private treaty 21 Nov 2022
DONNYBROOK VIC 3064,"$685,000 ",Sold by private treaty 21 Nov 2022
DONVALE VIC 3111,"$1,058,000 ",Sold prior to auction 21 Nov 2022
DOREEN VIC 3754,"$595,000 ",Sold by private treaty 21 Nov 2022
DOREEN VIC 3754,"$545,000 ",Sold by private treaty 21 Nov 2022
DOVETON VIC 3177,"$500,000 ",Sold by private treaty 21 Nov 2022
ECHUCA VIC 3564,"$1,475,000 ",Sold at auction 21 Nov 2022
EDITHVALE VIC 3196,"$1,255,000 ",Sold by private treaty 21 Nov 2022
EPPING VIC 3076,"$680,000 ",Sold by private treaty 21 Nov 2022
EPPING VIC 3076,"$665,000 ",Sold at auction 21 Nov 2022
ESSENDON VIC 3040,"$2,035,000 ",Sold by private treaty 21 Nov 2022
FAWKNER VIC 3060,"$906,000 ",Sold at auction 21 Nov 2022
FRANKSTON VIC 3199,"$620,000 ",Sold by private treaty 21 Nov 2022
GLEN WAVERLEY VIC 3150,"$1,318,000 ",Sold at auction 21 Nov 2022
GLENROY VIC 3046,"$612,500 ",Sold by private treaty 21 Nov 2022
GOLDEN POINT VIC 3350,"$470,000 ",Sold by private treaty 21 Nov 2022
HASTINGS VIC 3915,"$370,000 ",Sold by private treaty 21 Nov 2022
HASTINGS VIC 3915,"$625,000 ",Sold by private treaty 21 Nov 2022
HEATHCOTE VIC 3523,"$420,000 ",Sold by private treaty 21 Nov 2022
HEATHMONT VIC 3135,"$1,852,000 ",Sold by private treaty 21 Nov 2022
HEIDELBERG HEIGHTS VIC 3081,"$825,000 ",Sold by private treaty 21 Nov 2022
HORSHAM VIC 3400,"$775,000 ",Sold by private treaty 21 Nov 2022
HUNTLY VIC 3551,"$733,000 ",Sold by private treaty 21 Nov 2022
KENNINGTON VIC 3550,"$575,000 ",Sold by private treaty 21 Nov 2022
KILMORE VIC 3764,"$520,000 ",Sold by private treaty 21 Nov 2022
KILSYTH VIC 3137,"$831,500 ",Sold by private treaty 21 Nov 2022
KYNETON VIC 3444,"$1,085,000 ",Sold by private treaty 21 Nov 2022
LANGWARRIN VIC 3910,"$750,000 ",Sold by private treaty 21 Nov 2022
LARA VIC 3212,"$375,000 ",Sold by private treaty 21 Nov 2022
LONGLEA VIC 3551,"$1,550,000 ",Sold by private treaty 21 Nov 2022
LUCAS VIC 3350,"$590,000 ",Sold by private treaty 21 Nov 2022
LYNBROOK VIC 3975,"$890,000 ",Sold by private treaty 21 Nov 2022
MADDINGLEY VIC 3340,"$755,000 ",Sold by private treaty 21 Nov 2022
MAFFRA VIC 3860,"$310,000 ",Sold by private treaty 21 Nov 2022
MAIDEN GULLY VIC 3551,"$730,000 ",Sold by private treaty 21 Nov 2022
MARIBYRNONG VIC 3032,"$336,000 ",Sold by private treaty 21 Nov 2022
MARSHALL VIC 3216,"$625,000 ",Sold by private treaty 21 Nov 2022
MELBOURNE VIC 3000,"$588,000 ",Sold by private treaty 21 Nov 2022
MELBOURNE VIC 3000,"$530,000 ",Sold by private treaty 21 Nov 2022
MELTON WEST VIC 3337,"$710,000 ",Sold by private treaty 21 Nov 2022
MICKLEHAM VIC 3064,"$997,000 ",Sold at auction 21 Nov 2022
MILL PARK VIC 3082,"$540,000 ",Sold at auction 21 Nov 2022
MILL PARK VIC 3082,"$646,000 ",Sold by private treaty 21 Nov 2022
MITCHAM VIC 3132,"$950,000 ",Sold by private treaty 21 Nov 2022
MOOROOLBARK VIC 3138,"$771,500 ",Sold by private treaty 21 Nov 2022
MORNINGTON VIC 3931,"$1,060,000 ",Sold by private treaty 21 Nov 2022
MYSTIC PARK VIC 3579,"$143,000 ",Sold by private treaty 21 Nov 2022
NAGAMBIE VIC 3608,"$355,000 ",Sold by private treaty 21 Nov 2022
NARRE WARREN VIC 3805,"$650,000 ",Sold by private treaty 21 Nov 2022
NEWBOROUGH VIC 3825,"$346,000 ",Sold by private treaty 21 Nov 2022
NOBLE PARK VIC 3174,"$77,000 ",Sold by private treaty 21 Nov 2022
NORLANE VIC 3214,"$585,000 ",Sold by private treaty 21 Nov 2022
NORTH BENDIGO VIC 3550,"$485,000 ",Sold by private treaty 21 Nov 2022
OFFICER VIC 3809,"$1,260,000 ",Sold by private treaty 21 Nov 2022
PAKENHAM VIC 3810,"$710,000 ",Sold by private treaty 21 Nov 2022
PAKENHAM VIC 3810,"$630,000 ",Sold by private treaty 21 Nov 2022
PAKENHAM VIC 3810,"$485,000 ",Sold by private treaty 21 Nov 2022
PAKENHAM VIC 3810,"$636,000 ",Sold by private treaty 21 Nov 2022
PAKENHAM VIC 3810,"$785,000 ",Sold by private treaty 21 Nov 2022
POINT COOK VIC 3030,"$750,000 ",Sold by private treaty 21 Nov 2022
PORTLAND VIC 3305,"$478,000 ",Sold by private treaty 21 Nov 2022
PRAHRAN VIC 3181,"$640,000 ",Sold by private treaty 21 Nov 2022
RESERVOIR VIC 3073,"$386,000 ",Sold by private treaty 21 Nov 2022
RINGWOOD EAST VIC 3135,"$740,000 ",Sold by private treaty 21 Nov 2022
RINGWOOD NORTH VIC 3134,"$985,000 ",Sold at auction 21 Nov 2022
ROMSEY VIC 3434,"$680,000 ",Sold by private treaty 21 Nov 2022
SANCTUARY LAKES VIC 3030,"$1,265,000 ",Sold by private treaty 21 Nov 2022
SEAFORD VIC 3198,"$750,000 ",Sold by private treaty 21 Nov 2022
SEAFORD VIC 3198,"$885,000 ",Sold by private treaty 21 Nov 2022
SEBASTOPOL VIC 3356,"$430,000 ",Sold by private treaty 21 Nov 2022
SEYMOUR VIC 3660,"$420,000 ",Sold by private treaty 21 Nov 2022
SHEPPARTON VIC 3630,"$540,000 ",Sold by private treaty 21 Nov 2022
SOLDIERS HILL VIC 3350,"$563,000 ",Sold by private treaty 21 Nov 2022
SOUTH YARRA VIC 3141,"$570,000 ",Sold by private treaty 21 Nov 2022
SOUTHBANK VIC 3006,"$574,000 ",Sold by private treaty 21 Nov 2022
SPRINGVALE SOUTH VIC 3172,"$740,000 ",Sold at auction 21 Nov 2022
ST KILDA VIC 3182,"$400,000 ",Sold by private treaty 21 Nov 2022
STRATHFIELDSAYE VIC 3551,"$650,000 ",Sold by private treaty 21 Nov 2022
TARNEIT VIC 3029,"$535,000 ",Sold by private treaty 21 Nov 2022
TARNEIT VIC 3029,"$280,000 ",Sold by private treaty 21 Nov 2022
TARNEIT VIC 3029,"$697,000 ",Sold by private treaty 21 Nov 2022
TARNEIT VIC 3029,"$715,000 ",Sold by private treaty 21 Nov 2022
TAYLORS LAKES VIC 3038,"$1,685,000 ",Sold prior to auction 21 Nov 2022
THE HONEYSUCKLES VIC 3851,"$485,000 ",Sold by private treaty 21 Nov 2022
TOOTGAROOK VIC 3941,"$765,000 ",Sold by private treaty 21 Nov 2022
TRARALGON VIC 3844,"$410,000 ",Sold by private treaty 21 Nov 2022
TRUGANINA VIC 3029,"$715,000 ",Sold by private treaty 21 Nov 2022
TRUGANINA VIC 3029,"$750,000 ",Sold by private treaty 21 Nov 2022
TULLAMARINE VIC 3043,"$685,000 ",Sold at auction 21 Nov 2022
TYABB VIC 3913,"$980,000 ",Sold by private treaty 21 Nov 2022
TYLDEN VIC 3444,"$795,000 ",Sold by private treaty 21 Nov 2022
WALLAN VIC 3756,"$650,000 ",Sold by private treaty 21 Nov 2022
WARNEET VIC 3980,"$719,000 ",Sold by private treaty 21 Nov 2022
WARRAGUL VIC 3820,"$1,550,000 ",Sold by private treaty 21 Nov 2022
WEDDERBURN VIC 3518,"$185,000 ",Sold by private treaty 21 Nov 2022
WERRIBEE VIC 3030,"$645,000 ",Sold by private treaty 21 Nov 2022
WERRIBEE VIC 3030,"$835,000 ",Sold by private treaty 21 Nov 2022
WERRIBEE VIC 3030,"$565,000 ",Sold by private treaty 21 Nov 2022
WHEELERS HILL VIC 3150,"$2,760,000 ",Sold by private treaty 21 Nov 2022
WHITTINGTON VIC 3219,"$465,000 ",Sold by private treaty 21 Nov 2022
WODONGA VIC 3690,"$266,000 ",Sold by private treaty 21 Nov 2022
WOLLERT VIC 3750,"$700,000 ",Sold by private treaty 21 Nov 2022
WOLLERT VIC 3750,"$486,500 ",Sold by private treaty 21 Nov 2022
WOLLERT VIC 3750,"$750,000 ",Sold at auction 21 Nov 2022
YARRAWONGA VIC 3730,"$493,000 ",Sold by private treaty 21 Nov 2022
AVONDALE HEIGHTS VIC 3034,"$842,000 ",Sold at auction 20 Nov 2022
HIDDEN VALLEY VIC 3756,"$1,400,000 ",Sold by private treaty 20 Nov 2022
MERNDA VIC 3754,"$800,000 ",Sold by private treaty 20 Nov 2022
ROWVILLE VIC 3178,"$925,000 ",Sold by private treaty 20 Nov 2022
SOUTHBANK VIC 3006,"$710,000 ",Sold by private treaty 20 Nov 2022
WANTIRNA SOUTH VIC 3152,"$1,505,000 ",Sold prior to auction 20 Nov 2022
ABBOTSFORD VIC 3067,"$1,370,000 ",Sold at auction 19 Nov 2022
AINTREE VIC 3336,"$1,195,000 ",Sold by private treaty 19 Nov 2022
AINTREE VIC 3336,"$585,000 ",Sold by private treaty 19 Nov 2022
ALBION VIC 3020,"$720,000 ",Sold at auction 19 Nov 2022
ALTONA VIC 3018,"$980,000 ",Sold at auction 19 Nov 2022
ALTONA MEADOWS VIC 3028,"$627,000 ",Sold at auction 19 Nov 2022
ALTONA NORTH VIC 3025,"$1,030,000 ",Sold at auction 19 Nov 2022
ALTONA NORTH VIC 3025,"$770,000 ",Sold at auction 19 Nov 2022
ASCOT VALE VIC 3032,"$745,000 ",Sold at auction 19 Nov 2022
ASPENDALE VIC 3195,"$928,000 ",Sold at auction 19 Nov 2022
ASPENDALE GARDENS VIC 3195,"$963,000 ",Sold at auction 19 Nov 2022
BAYSWATER VIC 3153,"$750,000 ",Sold at auction 19 Nov 2022
BEAUMARIS VIC 3193,"$1,800,000 ",Sold at auction 19 Nov 2022
BELLFIELD VIC 3081,"$781,000 ",Sold at auction 19 Nov 2022
BELMONT VIC 3216,"$850,000 ",Sold at auction 19 Nov 2022
BELMONT VIC 3216,"$1,300,000 ",Sold at auction 19 Nov 2022
BELMONT VIC 3216,"$820,000 ",Sold at auction 19 Nov 2022
BELMONT VIC 3216,"$800,000 ",Sold at auction 19 Nov 2022
BENTLEIGH VIC 3204,"$1,428,000 ",Sold at auction 19 Nov 2022
BENTLEIGH VIC 3204,"$1,760,000 ",Sold at auction 19 Nov 2022
BENTLEIGH VIC 3204,"$1,675,000 ",Sold at auction 19 Nov 2022
BENTLEIGH EAST VIC 3165,"$1,440,000 ",Sold at auction 19 Nov 2022
BENTLEIGH EAST VIC 3165,"$966,000 ",Sold at auction 19 Nov 2022
BERWICK VIC 3806,"$730,000 ",Sold by private treaty 19 Nov 2022
BLACKBURN VIC 3130,"$910,000 ",Sold at auction 19 Nov 2022
BLACKBURN VIC 3130,"$1,893,000 ",Sold at auction 19 Nov 2022
BLACKBURN VIC 3130,"$950,000 ",Sold at auction 19 Nov 2022
BLACKBURN NORTH VIC 3130,"$1,062,000 ",Sold at auction 19 Nov 2022
BLACKBURN NORTH VIC 3130,"$1,550,000 ",Sold at auction 19 Nov 2022
BLACKBURN NORTH VIC 3130,"$1,090,000 ",Sold at auction 19 Nov 2022
BLACKBURN SOUTH VIC 3130,"$710,000 ",Sold at auction 19 Nov 2022
BLACKBURN SOUTH VIC 3130,"$668,000 ",Sold at auction 19 Nov 2022
BLACKBURN SOUTH VIC 3130,"$1,226,000 ",Sold at auction 19 Nov 2022
BLACKBURN SOUTH VIC 3130,"$1,140,000 ",Sold at auction 19 Nov 2022
BLACKBURN SOUTH VIC 3130,"$1,140,000 ",Sold at auction 19 Nov 2022
BORONIA VIC 3155,"$815,000 ",Sold by private treaty 19 Nov 2022
BOX HILL VIC 3128,"$1,185,000 ",Sold at auction 19 Nov 2022
BOX HILL NORTH VIC 3129,"$1,003,000 ",Sold at auction 19 Nov 2022
BOX HILL NORTH VIC 3129,"$1,081,000 ",Sold at auction 19 Nov 2022
BOX HILL NORTH VIC 3129,"$1,190,000 ",Sold at auction 19 Nov 2022
BOX HILL NORTH VIC 3129,"$1,340,000 ",Sold at auction 19 Nov 2022
BOX HILL SOUTH VIC 3128,"$1,357,000 ",Sold at auction 19 Nov 2022
BROADMEADOWS VIC 3047,"$512,000 ",Sold at auction 19 Nov 2022
BROADMEADOWS VIC 3047,"$755,000 ",Sold at auction 19 Nov 2022
BROOKLYN VIC 3012,"$590,000 ",Sold at auction 19 Nov 2022
BRUNSWICK VIC 3056,"$1,320,000 ",Sold at auction 19 Nov 2022
BRUNSWICK VIC 3056,"$1,274,000 ",Sold at auction 19 Nov 2022
BRUNSWICK VIC 3056,"$1,770,000 ",Sold at auction 19 Nov 2022
BRUNSWICK EAST VIC 3057,"$870,000 ",Sold at auction 19 Nov 2022
BRUNSWICK EAST VIC 3057,"$995,000 ",Sold at auction 19 Nov 2022
BULLEEN VIC 3105,"$1,805,000 ",Sold at auction 19 Nov 2022
BULLEEN VIC 3105,"$1,285,000 ",Sold at auction 19 Nov 2022
BULLEEN VIC 3105,"$1,320,000 ",Sold at auction 19 Nov 2022
BUNDOORA VIC 3083,"$1,115,000 ",Sold at auction 19 Nov 2022
BURWOOD VIC 3125,"$397,000 ",Sold at auction 19 Nov 2022
BURWOOD EAST VIC 3151,"$1,080,000 ",Sold at auction 19 Nov 2022
CAMBERWELL VIC 3124,"$1,020,000 ",Sold at auction 19 Nov 2022
CAMBERWELL VIC 3124,"$1,410,000 ",Sold at auction 19 Nov 2022
CARLTON VIC 3053,"$1,220,000 ",Sold at auction 19 Nov 2022
CARLTON VIC 3053,"$183,000 ",Sold by private treaty 19 Nov 2022
CARLTON NORTH VIC 3054,"$1,650,000 ",Sold at auction 19 Nov 2022
CARNEGIE VIC 3163,"$1,530,000 ",Sold at auction 19 Nov 2022
CARNEGIE VIC 3163,"$1,505,000 ",Sold prior to auction 19 Nov 2022
CARNEGIE VIC 3163,"$995,000 ",Sold at auction 19 Nov 2022
CARNEGIE VIC 3163,"$968,000 ",Sold prior to auction 19 Nov 2022
CAULFIELD SOUTH VIC 3162,"$1,780,000 ",Sold at auction 19 Nov 2022
CHADSTONE VIC 3148,"$750,000 ",Sold at auction 19 Nov 2022
CHADSTONE VIC 3148,"$1,346,000 ",Sold at auction 19 Nov 2022
CHELTENHAM VIC 3192,"$1,140,000 ",Sold at auction 19 Nov 2022
CHELTENHAM VIC 3192,"$1,340,000 ",Sold at auction 19 Nov 2022
CHELTENHAM VIC 3192,"$1,090,000 ",Sold at auction 19 Nov 2022
CHRISTMAS HILLS VIC 3775,"$1,150,000 ",Sold at auction 19 Nov 2022
CLAYTON VIC 3168,"$1,111,000 ",Sold at auction 19 Nov 2022
CLAYTON SOUTH VIC 3169,"$780,000 ",Sold at auction 19 Nov 2022
COBURG NORTH VIC 3058,"$1,250,000 ",Sold at auction 19 Nov 2022
COBURG NORTH VIC 3058,"$600,000 ",Sold at auction 19 Nov 2022
COLLINGWOOD VIC 3066,"$805,000 ",Sold at auction 19 Nov 2022
CRAIGIEBURN VIC 3064,"$733,000 ",Sold at auction 19 Nov 2022
CRAIGIEBURN VIC 3064,"$605,000 ",Sold by private treaty 19 Nov 2022
DEEPDENE VIC 3103,"$2,821,500 ",Sold at auction 19 Nov 2022
DINGLEY VILLAGE VIC 3172,"$990,000 ",Sold at auction 19 Nov 2022
DONCASTER VIC 3108,"$1,460,000 ",Sold at auction 19 Nov 2022
DONCASTER VIC 3108,"$1,401,500 ",Sold at auction 19 Nov 2022
DONCASTER EAST VIC 3109,"$1,385,000 ",Sold at auction 19 Nov 2022
DONCASTER EAST VIC 3109,"$1,385,000 ",Sold at auction 19 Nov 2022
DONCASTER EAST VIC 3109,"$1,635,000 ",Sold at auction 19 Nov 2022
DONCASTER EAST VIC 3109,"$1,470,000 ",Sold at auction 19 Nov 2022
DONVALE VIC 3111,"$726,000 ",Sold at auction 19 Nov 2022
DONVALE VIC 3111,"$1,250,000 ",Sold at auction 19 Nov 2022
DOREEN VIC 3754,"$665,000 ",Sold at auction 19 Nov 2022
DROMANA VIC 3936,"$910,000 ",Sold at auction 19 Nov 2022
DROMANA VIC 3936,"$780,000 ",Sold by private treaty 19 Nov 2022
EDITHVALE VIC 3196,"$980,000 ",Sold at auction 19 Nov 2022
ELTHAM VIC 3095,"$651,000 ",Sold at auction 19 Nov 2022
ELWOOD VIC 3184,"$1,350,000 ",Sold at auction 19 Nov 2022
ELWOOD VIC 3184,"$895,000 ",Sold at auction 19 Nov 2022
EPPING VIC 3076,"$950,000 ",Sold at auction 19 Nov 2022
EPPING VIC 3076,"$730,000 ",Sold at auction 19 Nov 2022
ESSENDON VIC 3040,"$2,550,000 ",Sold by private treaty 19 Nov 2022
ESSENDON VIC 3040,"$1,000,000 ",Sold by private treaty 19 Nov 2022
ESSENDON VIC 3040,"$2,560,000 ",Sold at auction 19 Nov 2022
FERNTREE GULLY VIC 3156,"$915,000 ",Sold at auction 19 Nov 2022
FERNTREE GULLY VIC 3156,"$1,090,000 ",Sold at auction 19 Nov 2022
FITZROY NORTH VIC 3068,"$3,690,000 ",Sold at auction 19 Nov 2022
FRANKSTON VIC 3199,"$650,000 ",Sold at auction 19 Nov 2022
FRANKSTON VIC 3199,"$550,000 ",Sold by private treaty 19 Nov 2022
GEELONG VIC 3220,"$1,185,000 ",Sold at auction 19 Nov 2022
GEELONG VIC 3220,"$885,000 ",Sold at auction 19 Nov 2022
GLADSTONE PARK VIC 3043,"$680,000 ",Sold by private treaty 19 Nov 2022
GLEN WAVERLEY VIC 3150,"$1,255,000 ",Sold at auction 19 Nov 2022
GLEN WAVERLEY VIC 3150,"$1,569,000 ",Sold at auction 19 Nov 2022
GLEN WAVERLEY VIC 3150,"$1,560,000 ",Sold at auction 19 Nov 2022
GLENROY VIC 3046,"$975,000 ",Sold at auction 19 Nov 2022
GLENROY VIC 3046,"$1,172,000 ",Sold at auction 19 Nov 2022
GREENSBOROUGH VIC 3088,"$950,000 ",Sold at auction 19 Nov 2022
GREENSBOROUGH VIC 3088,"$1,060,000 ",Sold at auction 19 Nov 2022
GREENVALE VIC 3059,"$1,210,000 ",Sold prior to auction 19 Nov 2022
GROVEDALE VIC 3216,"$650,000 ",Sold by private treaty 19 Nov 2022
HAMPTON VIC 3188,"$1,660,000 ",Sold at auction 19 Nov 2022
HAWTHORN EAST VIC 3123,"$1,980,000 ",Sold at auction 19 Nov 2022
HEIDELBERG HEIGHTS VIC 3081,"$875,000 ",Sold at auction 19 Nov 2022
HEIDELBERG WEST VIC 3081,"$750,000 ",Sold at auction 19 Nov 2022
HEIDELBERG WEST VIC 3081,"$765,000 ",Sold at auction 19 Nov 2022
HEIDELBERG WEST VIC 3081,"$813,000 ",Sold at auction 19 Nov 2022
HERNE HILL VIC 3218,"$1,179,000 ",Sold at auction 19 Nov 2022
HILLSIDE VIC 3037,"$575,000 ",Sold at auction 19 Nov 2022
HOPPERS CROSSING VIC 3029,"$606,000 ",Sold at auction 19 Nov 2022
IVANHOE VIC 3079,"$1,100,000 ",Sold at auction 19 Nov 2022
IVANHOE EAST VIC 3079,"$1,790,500 ",Sold at auction 19 Nov 2022
KALKALLO VIC 3064,"$865,000 ",Sold at auction 19 Nov 2022
KEILOR EAST VIC 3033,"$870,000 ",Sold at auction 19 Nov 2022
KEILOR EAST VIC 3033,"$1,280,000 ",Sold at auction 19 Nov 2022
KEILOR EAST VIC 3033,"$820,000 ",Sold by private treaty 19 Nov 2022
KENSINGTON VIC 3031,"$847,000 ",Sold at auction 19 Nov 2022
KENSINGTON VIC 3031,"$1,341,000 ",Sold at auction 19 Nov 2022
KENSINGTON VIC 3031,"$910,000 ",Sold at auction 19 Nov 2022
KEYSBOROUGH VIC 3173,"$940,000 ",Sold at auction 19 Nov 2022
KINGS PARK VIC 3021,"$672,000 ",Sold by private treaty 19 Nov 2022
KNOXFIELD VIC 3180,"$1,001,000 ",Sold at auction 19 Nov 2022
LALOR VIC 3075,"$680,000 ",Sold at auction 19 Nov 2022
LILYDALE VIC 3140,"$505,000 ",Sold by private treaty 19 Nov 2022
MAIDSTONE VIC 3012,"$778,000 ",Sold at auction 19 Nov 2022
MANOR LAKES VIC 3024,"$550,000 ",Sold at auction 19 Nov 2022
MCKINNON VIC 3204,"$1,495,000 ",Sold at auction 19 Nov 2022
MEADOW HEIGHTS VIC 3048,"$655,000 ",Sold at auction 19 Nov 2022
MELBOURNE VIC 3000,"$665,000 ",Sold at auction 19 Nov 2022
MELBOURNE VIC 3004,"$520,000 ",Sold by private treaty 19 Nov 2022
MENTONE VIC 3194,"$1,250,000 ",Sold at auction 19 Nov 2022
MENTONE VIC 3194,"$1,690,000 ",Sold at auction 19 Nov 2022
MENTONE VIC 3194,"$660,000 ",Sold at auction 19 Nov 2022
MERNDA VIC 3754,"$680,000 ",Sold at auction 19 Nov 2022
MERNDA VIC 3754,"$620,500 ",Sold at auction 19 Nov 2022
MERNDA VIC 3754,"$640,000 ",Sold at auction 19 Nov 2022
MILL PARK VIC 3082,"$712,500 ",Sold at auction 19 Nov 2022
MILL PARK VIC 3082,"$645,000 ",Sold at auction 19 Nov 2022
MILL PARK VIC 3082,"$818,000 ",Sold at auction 19 Nov 2022
